p1,p1hp,p1t1,p1t2,move1,m1t,m1c,m1p,m1a,move2,m2t,m2c,m2p,m2a,move3,m3t,m3c,m3p,m3a,move4,m4t,m4c,m4p,m4a,p2,p2hp,p2t1,p2t2,p3,p3hp,p3t1,p3t2,p4,p4hp,p4t1,p4t2,p5,p5hp,p5t1,p5t2,p6,p6hp,p6t1,p6t2,o1,o1hp,o1t1,o1t2,omove1,om1t,om1c,om1p,om1a,omove2,om2t,om2c,om2p,om2a,omove3,om3t,om3c,om3p,om3a,omove4,om4t,om4c,om4p,om4a,o2,o2hp,o2t1,o2t2,o3,o3hp,o3t1,o3t2,o4,o4hp,o4t1,o4t2,o5,o5hp,o5t1,o5t2,o6,o6hp,o6t1,o6t2,choice,c1,c2,c3,result
0.6485714,0.0,0.6666667,0.0,0.7939189,0.6111111,0.5,0.0,1.0,0.7466216,0.0555556,0.5,0.0,1.0,0.6891892,0.7777778,0.5,0.0,1.0,0.4594595,0.6666667,0.0,0.32,0.990099,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.2485714,0.0666667,0.0555556,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,0.1657143,0.6801471,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,-0.2485714,-0.0666667,-0.0555556,0.0,0.145
0.2485714,0.0,0.0555556,0.0,0.9155405,0.3888889,0.5,0.0,0.8910891,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,0.1657143,0.6801471,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,-0.2857143,-1.0,-0.2777778,0.0,0.145
0.2857143,0.0,0.2777778,0.0,0.3344595,0.2222222,1.0,0.3,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.0,0.6666667,0.0,0.2485714,0.0,0.0555556,0.0,0.7971429,1.0,0.7222222,0.5,0.1657143,0.3566176,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,-0.7971429,-1.0,-0.7222222,-0.5,0.145
0.7971429,0.5036496,0.7222222,0.5,0.2364865,0.6111111,0.0,0.4,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.0,0.6666667,0.0,0.2485714,0.0,0.0555556,0.0,0.2857143,0.0,0.2777778,0.0,0.1657143,0.0,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,-0.7971429,-0.5036496,-0.7222222,-0.5,0.085
0.6971429,0.4276094,0.1666667,0.6111111,0.9155405,0.3888889,0.5,0.0,0.8910891,0.7939189,0.6111111,0.5,0.0,1.0,0.2364865,0.6111111,0.0,0.4,0.990099,0.6824324,0.0555556,0.5,0.0,1.0,0.2228571,1.0,1.0,0.0,0.1657143,1.0,0.1111111,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.3114286,0.7254902,0.5,0.0,0.5743243,0.5,0.5,0.0,1.0,0.1351351,0.5,0.0,0.48,0.990099,0.6114865,0.3888889,0.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.1714286,1.0,0.1111111,0.8888889,0.2485714,1.0,0.0555556,0.0,0.6485714,1.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.2228571,-1.0,-1.0,0.0,0.855
0.2228571,0.7590361,1.0,0.0,0.6351351,0.0555556,0.5,0.0,1.0,0.9831081,0.7777778,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.6971429,0.4276094,0.1666667,0.6111111,0.1657143,1.0,0.1111111,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.5743243,0.5,0.5,0.0,1.0,0.1351351,0.5,0.0,0.48,0.990099,0.6114865,0.3888889,0.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.1714286,1.0,0.1111111,0.8888889,0.2485714,1.0,0.0555556,0.0,0.6485714,1.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.2228571,-0.7590361,-1.0,0.0,0.855
0.2228571,0.7590361,1.0,0.0,0.6351351,0.0555556,0.5,0.0,1.0,0.9831081,0.7777778,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.6971429,0.4276094,0.1666667,0.6111111,0.1657143,1.0,0.1111111,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.1714286,1.0,0.1111111,0.8888889,0.8750000,0.0555556,0.5,0.0,1.0,0.0709459,0.1111111,0.0,0.36,0.990099,0.1351351,0.5,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.2485714,1.0,0.0555556,0.0,0.6485714,1.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.6971429,-0.4276094,-0.1666667,-0.6111111,0.855
0.6971429,0.5656566,0.1666667,0.6111111,0.9155405,0.3888889,0.5,0.0,0.8910891,0.7939189,0.6111111,0.5,0.0,1.0,0.2364865,0.6111111,0.0,0.4,0.990099,0.6824324,0.0555556,0.5,0.0,1.0,0.2228571,0.7590361,1.0,0.0,0.1657143,1.0,0.1111111,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.1714286,0.0,0.1111111,0.8888889,0.8750000,0.0555556,0.5,0.0,1.0,0.0709459,0.1111111,0.0,0.36,0.990099,0.1351351,0.5,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.2485714,1.0,0.0555556,0.0,0.6485714,1.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.6971429,-0.5656566,-0.1666667,-0.6111111,0.855
0.6971429,0.5050505,0.1666667,0.6111111,0.9155405,0.3888889,0.5,0.0,0.8910891,0.7939189,0.6111111,0.5,0.0,1.0,0.2364865,0.6111111,0.0,0.4,0.990099,0.6824324,0.0555556,0.5,0.0,1.0,0.2228571,0.7590361,1.0,0.0,0.1657143,1.0,0.1111111,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.2485714,0.6888889,0.0555556,0.0,0.9155405,0.3888889,0.5,0.0,0.8910891,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,1.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.6971429,-0.5050505,-0.1666667,-0.6111111,0.855
0.6971429,0.3838384,0.1666667,0.6111111,0.9155405,0.3888889,0.5,0.0,0.8910891,0.7939189,0.6111111,0.5,0.0,1.0,0.2364865,0.6111111,0.0,0.4,0.990099,0.6824324,0.0555556,0.5,0.0,1.0,0.2228571,0.7590361,1.0,0.0,0.1657143,1.0,0.1111111,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.6485714,0.835249,0.6666667,0.0,0.7939189,0.6111111,0.5,0.0,1.0,0.7466216,0.0555556,0.5,0.0,1.0,0.6891892,0.7777778,0.5,0.0,1.0,0.4594595,0.6666667,0.0,0.32,0.990099,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.2485714,0.6888889,0.0555556,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.1657143,-1.0,-0.1111111,-0.6111111,0.855
0.1657143,1.0,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.3838384,0.1666667,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.6485714,0.3333333,0.6666667,0.0,0.7939189,0.6111111,0.5,0.0,1.0,0.7466216,0.0555556,0.5,0.0,1.0,0.6891892,0.7777778,0.5,0.0,1.0,0.4594595,0.6666667,0.0,0.32,0.990099,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.2485714,0.6888889,0.0555556,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.1657143,-1.0,-0.1111111,-0.6111111,0.855
0.1657143,1.0,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.3838384,0.1666667,0.6111111,0.5971429,1.0,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.2485714,0.3777778,0.0555556,0.0,0.9155405,0.3888889,0.5,0.0,0.8910891,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.3333333,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.5971429,-1.0,-0.7777778,0.0,0.855
0.5971429,0.9362416,0.7777778,0.0,0.9391892,0.7222222,0.0,0.28,0.990099,0.9189189,0.3888889,0.5,0.0,1.0,0.6418919,0.7777778,1.0,0.24,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.3838384,0.1666667,0.6111111,0.1657143,1.0,0.1111111,0.6111111,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.2485714,0.2533333,0.0555556,0.0,0.9155405,0.3888889,0.5,0.0,0.8910891,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.3333333,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.6971429,-0.3838384,-0.1666667,-0.6111111,0.855
0.6971429,0.2592593,0.1666667,0.6111111,0.9155405,0.3888889,0.5,0.0,0.8910891,0.7939189,0.6111111,0.5,0.0,1.0,0.2364865,0.6111111,0.0,0.4,0.990099,0.6824324,0.0555556,0.5,0.0,1.0,0.2228571,0.7590361,1.0,0.0,0.5971429,0.9362416,0.7777778,0.0,0.1657143,1.0,0.1111111,0.6111111,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.2485714,0.0666667,0.0555556,0.0,0.9155405,0.3888889,0.5,0.0,0.8910891,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.3333333,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.6971429,-0.2592593,-0.1666667,-0.6111111,0.855
0.6971429,0.7003367,0.1666667,0.6111111,0.9155405,0.3888889,0.5,0.0,0.8910891,0.7939189,0.6111111,0.5,0.0,1.0,0.2364865,0.6111111,0.0,0.4,0.990099,0.6824324,0.0555556,0.5,0.0,1.0,0.2228571,0.7590361,1.0,0.0,0.5971429,0.9362416,0.7777778,0.0,0.1657143,1.0,0.1111111,0.6111111,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.6485714,0.0229885,0.6666667,0.0,0.7939189,0.6111111,0.5,0.0,1.0,0.7466216,0.0555556,0.5,0.0,1.0,0.6891892,0.7777778,0.5,0.0,1.0,0.4594595,0.6666667,0.0,0.32,0.990099,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.2485714,0.0666667,0.0555556,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.5971429,-0.9362416,-0.7777778,0.0,0.855
0.5971429,0.4932886,0.7777778,0.0,0.9391892,0.7222222,0.0,0.28,0.990099,0.9189189,0.3888889,0.5,0.0,1.0,0.6418919,0.7777778,1.0,0.24,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.1657143,1.0,0.1111111,0.6111111,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.6485714,0.6896552,0.6666667,0.0,0.7939189,0.6111111,0.5,0.0,1.0,0.7466216,0.0555556,0.5,0.0,1.0,0.6891892,0.7777778,0.5,0.0,1.0,0.4594595,0.6666667,0.0,0.32,0.990099,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.2485714,0.0666667,0.0555556,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.1657143,-1.0,-0.1111111,-0.6111111,0.855
0.1657143,0.6801471,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.6485714,0.0,0.6666667,0.0,0.7939189,0.6111111,0.5,0.0,1.0,0.7466216,0.0555556,0.5,0.0,1.0,0.6891892,0.7777778,0.5,0.0,1.0,0.4594595,0.6666667,0.0,0.32,0.990099,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.2485714,0.0666667,0.0555556,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.1657143,-0.6801471,-0.1111111,-0.6111111,0.855
0.1657143,0.6801471,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.2485714,0.0,0.0555556,0.0,0.9155405,0.3888889,0.5,0.0,0.8910891,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.0,0.6666667,0.0,0.2857143,1.0,0.2777778,0.0,0.7971429,1.0,0.7222222,0.5,-0.1657143,-0.6801471,-0.1111111,-0.6111111,0.855
0.1657143,0.3566176,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.2857143,0.0,0.2777778,0.0,0.3344595,0.2222222,1.0,0.3,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.0,0.6666667,0.0,0.2485714,0.0,0.0555556,0.0,0.7971429,1.0,0.7222222,0.5,-0.1657143,-0.3566176,-0.1111111,-0.6111111,0.855
0.1657143,0.0,0.1111111,0.6111111,0.8141892,0.5555556,0.5,0.0,1.0,0.4831081,0.1111111,1.0,0.32,0.990099,0.9966216,0.0555556,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.2228571,0.7590361,1.0,0.0,0.6971429,0.7003367,0.1666667,0.6111111,0.5971429,0.4932886,0.7777778,0.0,0.7914286,1.0,0.3888889,0.8333333,0.0,1.0,0.0,0.0,0.7971429,0.5036496,0.7222222,0.5,0.2364865,0.6111111,0.0,0.4,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,0.0,0.5,0.0,0.1714286,0.0,0.1111111,0.8888889,0.6485714,0.0,0.6666667,0.0,0.2485714,0.0,0.0555556,0.0,0.2857143,0.0,0.2777778,0.0,-0.7914286,-1.0,-0.3888889,-0.8333333,0.915
0.7171429,0.2666667,0.9444444,0.4444444,0.2364865,0.6111111,0.0,0.4,0.990099,0.1993243,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0171429,1.0,0.5,0.8888889,0.2114286,1.0,0.5,0.3333333,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.5571429,0.1267606,0.2777778,0.0,0.6081081,1.0,0.0,0.36,0.8910891,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0885714,1.0,0.7777778,0.4444444,0.2114286,1.0,0.5,0.3333333,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.7171429,-0.2666667,-0.9444444,-0.4444444,0.1
0.7171429,0.2666667,0.9444444,0.4444444,0.2364865,0.6111111,0.0,0.4,0.990099,0.1993243,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0171429,1.0,0.5,0.8888889,0.2114286,1.0,0.5,0.3333333,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.0885714,1.0,0.7777778,0.4444444,0.3277027,0.7777778,1.0,0.36,0.990099,0.1148649,0.7777778,0.5,0.0,1.0,0.6824324,0.0555556,0.5,0.0,1.0,0.0202703,0.4444444,1.0,0.3,0.9405941,0.5571429,0.1267606,0.2777778,0.0,0.2114286,1.0,0.5,0.3333333,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.0171429,-1.0,-0.5,-0.8888889,0.025
0.0171429,0.0,0.5,0.8888889,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7171429,0.2666667,0.9444444,0.4444444,0.2114286,1.0,0.5,0.3333333,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.0885714,1.0,0.7777778,0.4444444,0.3277027,0.7777778,1.0,0.36,0.990099,0.1148649,0.7777778,0.5,0.0,1.0,0.6824324,0.0555556,0.5,0.0,1.0,0.0202703,0.4444444,1.0,0.3,0.9405941,0.5571429,0.1267606,0.2777778,0.0,0.2114286,1.0,0.5,0.3333333,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.2114286,-1.0,-0.5,-0.3333333,0.08
0.2114286,1.0,0.5,0.3333333,0.4324324,0.3333333,0.0,0.4,0.8910891,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7171429,0.2666667,0.9444444,0.4444444,0.0171429,0.0,0.5,0.8888889,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.0885714,1.0,0.7777778,0.4444444,0.3277027,0.7777778,1.0,0.36,0.990099,0.1148649,0.7777778,0.5,0.0,1.0,0.6824324,0.0555556,0.5,0.0,1.0,0.0202703,0.4444444,1.0,0.3,0.9405941,0.5571429,0.1267606,0.2777778,0.0,0.2114286,1.0,0.5,0.3333333,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.2114286,-1.0,-0.5,-0.3333333,0.15
0.2114286,1.0,0.5,0.3333333,0.4324324,0.3333333,0.0,0.4,0.8910891,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7171429,0.2666667,0.9444444,0.4444444,0.0171429,0.0,0.5,0.8888889,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.5571429,0.0,0.2777778,0.0,0.6081081,1.0,0.0,0.36,0.8910891,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0885714,1.0,0.7777778,0.4444444,0.2114286,1.0,0.5,0.3333333,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.2114286,-1.0,-0.5,-0.3333333,0.15
0.2114286,0.0,0.5,0.3333333,0.4324324,0.3333333,0.0,0.4,0.8910891,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7171429,0.2666667,0.9444444,0.4444444,0.0171429,0.0,0.5,0.8888889,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.2114286,0.5420561,0.5,0.3333333,0.3614865,0.3888889,0.0,0.48,0.7920792,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0885714,1.0,0.7777778,0.4444444,0.5571429,0.0,0.2777778,0.0,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.7171429,-0.2666667,-0.9444444,-0.4444444,0.025
0.7171429,0.2666667,0.9444444,0.4444444,0.2364865,0.6111111,0.0,0.4,0.990099,0.1993243,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.2114286,0.0,0.5,0.3333333,0.0171429,0.0,0.5,0.8888889,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.2114286,0.0,0.5,0.3333333,0.3614865,0.3888889,0.0,0.48,0.7920792,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0885714,1.0,0.7777778,0.4444444,0.5571429,0.0,0.2777778,0.0,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.7171429,-0.2666667,-0.9444444,-0.4444444,0.1
0.7171429,0.0,0.9444444,0.4444444,0.2364865,0.6111111,0.0,0.4,0.990099,0.1993243,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.2114286,0.0,0.5,0.3333333,0.0171429,0.0,0.5,0.8888889,0.5057143,1.0,0.5555556,0.0,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.0885714,0.2947368,0.7777778,0.4444444,0.3277027,0.7777778,1.0,0.36,0.990099,0.1148649,0.7777778,0.5,0.0,1.0,0.6824324,0.0555556,0.5,0.0,1.0,0.0202703,0.4444444,1.0,0.3,0.9405941,0.2114286,0.0,0.5,0.3333333,0.5571429,0.0,0.2777778,0.0,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.5057143,-1.0,-0.5555556,0.0,0.1
0.5057143,0.0,0.5555556,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.2114286,0.0,0.5,0.3333333,0.0171429,0.0,0.5,0.8888889,0.7171429,0.0,0.9444444,0.4444444,0.46,1.0,0.7777778,0.0,0.5514286,1.0,0.2222222,0.0,0.0885714,0.2947368,0.7777778,0.4444444,0.3277027,0.7777778,1.0,0.36,0.990099,0.1148649,0.7777778,0.5,0.0,1.0,0.6824324,0.0555556,0.5,0.0,1.0,0.0202703,0.4444444,1.0,0.3,0.9405941,0.2114286,0.0,0.5,0.3333333,0.5571429,0.0,0.2777778,0.0,0.3,1.0,1.0,0.4444444,0.84,1.0,0.5555556,0.0,0.7714286,1.0,0.0555556,0.2222222,-0.46,-1.0,-0.7777778,0.0,0.1
